#3
sailor
#3
sid,sname,age
17155,704,9271,9
17156,4327,2902,7
17157,3143,218,17
17158,7860,11277,3
17159,6761,19648,22
17160,2603,8852,19
17161,6045,7555,19
17162,9443,15304,6
17163,8503,16241,14
17164,5102,98,24
17165,3683,1325,7
17166,6102,3206,5
17167,1098,9260,5
17168,4841,5953,14
17169,1784,17368,8
17170,3080,17512,4
17171,9487,5525,12
17172,3990,11573,2
17173,2997,2522,17
17174,1249,11648,8
17175,7435,16082,1
17176,7228,8354,12
17177,8623,1318,20
17178,7198,3011,24
17179,5643,2408,2
17180,2090,15319,22
17181,9003,10845,23
17182,3891,11231,18
17183,4712,19388,12
17184,2144,6210,1
17185,4824,19699,22
17186,8733,14812,12
17187,5489,9113,11
17188,8327,8915,20
17189,3331,4577,4
17190,5141,16694,11
17191,9642,1816,9
17192,8015,4492,1
17193,3967,7089,6
17194,2775,5032,11
17195,100,12959,19
17196,7880,4749,4
17197,991,13821,10
17198,5866,13202,8
17199,4462,1354,3
17200,1268,1122,8
17201,6029,19142,4
17202,294,5004,6
17203,6741,13618,19
17204,8405,9533,10
17205,2510,5430,5
17206,24,16453,20
17207,543,10902,24
17208,9602,8300,4
17209,785,7553,11
17210,499,7108,4
17211,9437,5398,8
17212,9099,13491,8
17213,3137,19614,10
17214,5358,2279,14
17215,4053,5173,6
17216,9937,6713,10
17217,1064,8876,6
17218,2988,1450,13
17219,3413,12856,14
17220,9911,19018,21
17221,7891,12484,8
17222,6035,17936,5
17223,879,6821,15
17224,9095,13775,21
17225,4001,10371,11
17226,4349,11099,4
17227,9293,1697,2
17228,421,18871,22
17229,9119,12898,5
17230,7874,11373,1
17231,7525,6452,1
17232,5252,14934,12
17233,2310,16036,9
17234,77,18117,24
17235,7917,3937,19
17236,4031,17975,14
17237,799,18128,3
17238,3858,1237,21
17239,8307,14939,17
17240,4140,13833,7
17241,94,6010,19
17242,5652,3142,9
17243,8122,17498,19
17244,9414,4078,19
17245,7945,18432,5
17246,474,5009,18
17247,1566,10175,18
17248,6435,14150,16
17249,9440,7334,7
17250,1638,13892,24
17251,8092,16342,3
17252,1100,19967,15
17253,2222,4530,1
17254,3890,11820,1
17255,7822,2771,17
17256,3348,11826,4
17257,6871,15665,12
17258,9340,5148,5
17259,5058,7319,15
17260,1102,12426,19
17261,1054,12968,5
17262,7722,2646,10
17263,6431,13692,23
17264,5738,16505,1
17265,7070,15353,23
17266,7224,17227,14
17267,9598,12185,19
17268,1206,9536,22
17269,5033,17504,14
17270,9273,12084,16
17271,123,2240,15
17272,2494,5671,23
17273,8436,201,1
17274,3157,13834,22
17275,2170,2267,23
17276,4726,4539,12
17277,2652,15669,13
17278,242,3010,1
17279,151,19697,5
17280,2690,5378,7
17281,8272,14317,2
17282,2909,11229,18
17283,4188,9154,12
17284,9752,17576,21
17285,5627,12882,23
17286,8688,18071,9
17287,9534,613,16
17288,700,13242,20
17289,1279,19764,24
17290,5931,4687,8
17291,7711,11492,18
17292,7492,9771,24
17293,8263,18524,14
17294,2448,1077,19
17295,57,5799,22
17296,6533,9229,13
17297,946,2926,2
17298,8082,6314,6
17299,6088,15146,2
17300,2597,3261,14
17301,7518,16514,6
17302,1854,4084,8
17303,1102,16271,4
17304,9417,849,24
17305,8117,14171,24
17306,8791,1285,9
17307,9161,9491,13
17308,4552,9971,3
17309,2174,19258,7
17310,5029,2808,18
17311,9222,11333,19
17312,9786,9861,6
17313,5460,16406,3
17314,6005,10862,16
17315,3509,3059,3
17316,1040,19931,15
17317,2615,14596,17
17318,6816,6872,17
17319,466,5933,8
17320,1354,19361,6
17321,453,12147,17
17322,4243,391,12
17323,2143,16661,6
17324,7487,6663,6
17325,2864,6314,23
17326,8789,2086,9
17327,9843,2270,24
17328,6519,4828,10
17329,383,4811,6
17330,746,18642,5
17331,9011,8212,21
17332,8445,11103,23
17333,9748,18531,4
17334,6281,17794,4
17335,3917,10258,10
17336,4491,7905,1
17337,7571,3353,5
17338,9816,3023,21
17339,2750,7870,9
17340,2625,7722,19
17341,2528,2794,22
17342,191,16952,23
17343,3917,8838,19
17344,9957,18082,5
17345,2122,7124,6
17346,8029,5204,18
17347,141,11784,21
17348,1952,6350,19
17349,42,18390,7
17350,9978,11391,4
17351,5699,14247,13
17352,3545,7505,18
17353,2626,7452,16
17354,4742,1148,23
17355,2675,15229,7
17356,146,15388,20
17357,6308,9442,4
17358,6375,4970,20
17359,9337,1154,20
17360,1365,299,23
17361,6631,7880,21
17362,5989,8518,5
17363,6373,17155,24
17364,4739,10806,22
17365,633,10798,13
17366,8920,18555,14
17367,5009,19792,4
17368,4646,7340,3
17369,284,18648,12
17370,7436,8416,8
17371,9279,2523,9
17372,7372,16222,16
17373,811,13372,9
17374,718,7546,22
17375,8140,3139,23
17376,2457,11484,18
17377,2652,835,4
17378,2662,12712,1
17379,7780,3969,1
17380,7749,11410,12
17381,7280,17874,11
17382,6635,10920,10
17383,5300,6522,18
17384,8684,16218,7
17385,2205,8582,15
17386,2386,13013,6
17387,1657,15654,9
17388,7553,9570,10
17389,1877,13235,12
17390,3323,19185,15
17391,6365,6124,3
17392,8422,6878,12
17393,4748,3011,15
17394,5177,14315,6
17395,9798,7936,6
17396,8709,913,5
17397,4132,10790,14
17398,8170,12184,19
17399,1353,19453,10
17400,579,9517,22
17401,9237,3955,9
17402,1162,4638,13
17403,1611,7568,3
17404,1287,15276,13
17405,5992,12961,2
17406,1102,15512,2
17407,1483,6336,15
17408,2840,18384,11
17409,649,16392,17
17410,3103,14138,9
17411,685,8337,17
17412,7267,11880,13
17413,8812,17271,4
17414,7262,14196,17
17415,1214,5690,19
17416,477,4356,24
17417,7209,502,5
17418,3335,18193,4
17419,2682,12794,7
17420,9471,1028,10
17421,8078,17016,17
17422,7140,1206,9
17423,8254,17450,2
17424,5491,4580,22
17425,9169,8442,15
17426,9489,3254,16
17427,6442,343,15
17428,7359,11790,17
17429,1742,14699,13
17430,5158,9170,23
17431,2395,18682,20
17432,7526,18369,21
17433,9957,8148,6
17434,4288,4447,9
17435,9072,3437,20
17436,2851,8334,12
17437,5520,6387,12
17438,6439,6060,1
17439,8106,1439,7
17440,9898,10795,8
17441,8398,6194,10
17442,998,6192,8
17443,999,3285,13
17444,7481,19064,19
17445,4106,4309,20
17446,2565,16575,11
17447,8857,17783,8
17448,197,19275,4
17449,4774,11912,16
17450,7780,18842,21
17451,5978,119,21
17452,8989,11780,22
17453,9313,16147,21
17454,5013,3705,7
17455,9839,16080,9
17456,7217,4668,3
17457,2395,11082,6
17458,8437,2081,16
17459,71,16402,9
17460,2749,12450,18
17461,6638,6439,6
17462,6572,3007,23
17463,8877,10233,16
17464,8822,6504,1
17465,5555,7690,17
17466,659,716,4
17467,7731,15113,9
17468,5436,10771,10
17469,6033,15083,22
17470,2171,17836,19
17471,5667,13129,5
17472,1482,16750,21
17473,303,6534,16
17474,4189,16681,18
17475,4612,7145,6
17476,2219,5763,18
17477,9467,18826,19
17478,1863,10037,21
17479,3519,2405,19
17480,8342,1078,10
17481,454,13413,15
17482,8576,6311,17
17483,8365,8146,14
17484,8407,711,18
17485,5062,7084,23
17486,6405,1648,5
17487,1592,7630,12
17488,1824,5408,23
17489,9847,7610,4
17490,3181,15927,18
17491,800,3923,7
17492,2575,7471,4
17493,1019,12073,2
17494,5602,7708,22
17495,1726,2122,22
17496,752,13603,4
17497,9453,14228,1
17498,6021,13501,17
17499,9303,17261,10
17500,6695,17459,23
17501,5142,10368,15
17502,8298,15215,21
17503,4364,4974,24
17504,7582,10773,12
17505,1397,11981,24
17506,5852,196,4
17507,448,18189,17
17508,70,7457,3
17509,6794,9557,13
17510,6004,6545,13
17511,7632,8649,18
17512,1067,920,21
17513,2700,6856,9
17514,664,12778,11
17515,1670,3741,5
17516,5591,9249,2
17517,6764,6903,21
17518,2360,12494,24
17519,2347,10143,4
17520,5260,3009,7
17521,3184,16719,23
17522,4702,19901,3
17523,7482,661,14
17524,1291,6304,17
17525,8190,19568,7
17526,2690,16800,5
17527,9123,2407,1
17528,4451,18481,24
17529,6573,10545,20
17530,7672,17439,13
17531,7215,14880,5
17532,625,14961,20
17533,5100,13938,5
17534,666,16220,11
17535,5231,10946,1
17536,1863,8339,16
17537,6930,19316,17
17538,9598,12275,1
17539,2675,17465,22
17540,9394,16257,12
17541,2985,19620,4
17542,142,8153,14
17543,4747,15131,6
17544,4676,15179,4
17545,9939,16915,8
17546,5860,18442,10
17547,9522,9422,3
17548,1615,1484,22
17549,8717,15235,4
17550,1623,15899,21
17551,8911,11412,22
17552,7243,15361,20
17553,2684,10177,4
17554,4588,14231,16
17555,4160,4509,5
17556,5241,19319,19
17557,7208,13631,23
17558,5352,19746,9
17559,3575,2741,22
17560,2549,2850,16
17561,4411,6250,24
17562,3556,11531,5
17563,2592,5392,2
17564,4794,6352,10
17565,2372,9869,19
17566,4500,14909,21
17567,6994,6954,20
17568,3623,8830,3
17569,9237,7120,14
17570,5423,7335,16
17571,9232,271,9
17572,4937,354,10
17573,6988,1210,16
17574,185,5299,17
17575,6904,4828,9
17576,5380,5959,12
17577,5822,18152,10
17578,581,11111,20
17579,8502,1576,21
17580,8482,8639,6
17581,6051,14337,22
17582,4467,11124,8
17583,469,14870,12
17584,3606,15023,17
17585,1999,13618,2
17586,995,13438,5
17587,7495,7714,2
17588,895,19203,12
17589,2395,17303,11
17590,5716,12872,23
17591,5281,17013,16
17592,4284,8270,14
17593,7935,4874,17
17594,599,9822,14
17595,182,4433,4
17596,7067,17165,21
17597,7121,15013,10
17598,6709,1974,2
17599,1626,10311,19
17600,4438,4146,17
17601,8461,9506,3
17602,5369,16650,22
17603,565,15430,7
17604,5348,6121,11
17605,5150,13794,22
17606,5036,1427,18
17607,3027,10656,1
17608,5834,17191,22
17609,5321,17144,19
17610,5823,5318,22
17611,7914,6994,1
17612,9942,4275,1
17613,4546,9627,10
17614,2560,13004,3
17615,6072,3547,11
17616,9787,3120,10
17617,1518,13179,11
17618,183,2823,17
17619,6842,5254,15
17620,2070,97,24
17621,1486,9484,13
17622,3696,14868,23
17623,3919,10416,12
17624,8788,981,15
17625,3494,933,22
17626,9202,19525,17
17627,4484,11068,17
17628,3429,8612,15
17629,4538,15462,6
17630,3620,6200,23
17631,4001,4952,12
17632,4139,2149,5
17633,5812,4753,11
17634,4883,11737,16
17635,9332,5459,15
17636,8542,13380,3
17637,7919,15280,7
17638,9336,15173,11
17639,2741,16114,2
17640,8987,18317,24
17641,7478,599,6
17642,5249,9575,20
17643,1135,18709,23
17644,7067,6781,18
17645,2483,19202,24
17646,661,8196,4
17647,9971,11991,3
17648,1142,11403,14
17649,6646,9331,12
17650,251,2796,8
17651,1324,13650,8
17652,4637,14811,14
17653,4244,8166,20
17654,8085,14814,18
17655,1553,1704,11
17656,5479,13705,20
17657,4850,4162,10
17658,8861,18032,8
17659,8662,12674,12
17660,6649,17206,1
17661,3126,1769,20
17662,6375,11487,16
17663,4168,15693,6
17664,4097,12833,1
17665,3634,3773,21
17666,3706,19178,12
17667,1211,2335,19
17668,6904,10804,23
17669,9059,4927,19
17670,56,11950,3
17671,971,15192,14
17672,7821,9919,16
17673,9379,10356,13
17674,7685,2623,22
17675,5790,1506,14
17676,3945,10453,18
17677,4575,9913,17
17678,9749,10877,18
17679,2310,12443,14
17680,8640,14634,8
17681,8757,8224,5
17682,1128,6252,22
17683,4536,11628,17
17684,2066,8655,11
17685,9742,7052,24
17686,8807,2228,12
17687,3653,10229,18
17688,680,10963,3
17689,4321,2445,6
17690,8045,11023,21
17691,1040,1478,19
17692,1829,17857,18
17693,7135,9326,19
17694,6845,18819,23
17695,203,5017,2
17696,2338,15,5
17697,7580,7006,13
17698,834,9976,6
17699,6044,16154,21
17700,854,13614,5
17701,6664,12981,1
17702,8190,2053,9
17703,6551,15827,12
17704,2657,3345,16
17705,7023,13616,14
17706,7825,953,8
17707,390,3967,3
17708,245,931,5
17709,3631,412,14
17710,5659,11570,3
17711,8569,12563,19
17712,5724,362,8
17713,9111,4028,4
17714,7041,11575,6
17715,7316,9846,5
17716,8657,7624,20
17717,6498,16439,19
17718,5658,928,12
17719,689,12838,15
17720,8294,9118,2
17721,7837,1784,6
17722,3746,8176,13
17723,8596,2598,16
17724,2787,17428,21
17725,1491,6698,15
17726,9121,5859,14
17727,179,9949,16
17728,7572,18322,19
17729,3251,5824,14
17730,3032,10070,10
17731,6894,1634,18
17732,662,18408,12
17733,9967,7140,3
17734,6440,121,7
17735,1553,7423,23
17736,9138,8333,18
17737,8628,3138,9
17738,484,16232,24
17739,4427,531,5
17740,4564,990,3
17741,9574,11128,16
17742,2866,11787,19
17743,1008,1659,10
17744,1301,18309,23
17745,4707,7477,12
17746,3882,12038,14
17747,8060,8227,21
17748,8703,8809,9
17749,273,12820,7
17750,7870,12471,22
17751,3165,10807,8
17752,9660,13733,11
17753,6249,17376,19
17754,1609,16260,9
17755,2970,14654,6
17756,4131,11553,11
17757,4672,1091,11
17758,6282,13008,16
17759,2431,1742,3
17760,2799,5186,23
17761,5197,6277,12
17762,5207,16273,10
17763,6285,10096,17
17764,417,15266,18
17765,7632,12902,15
17766,5409,11467,17
17767,1052,12285,2
17768,8324,6398,14
17769,4692,13767,22
17770,6694,14457,15
17771,3337,6901,15
17772,8335,12826,12
17773,8744,15527,23
17774,8664,15692,2
17775,7505,8509,7
17776,6916,17299,1
17777,399,14046,13
17778,4083,3494,16
17779,8851,13745,24
17780,8904,1031,4
17781,4852,19184,19
17782,877,14161,11
17783,1236,18596,1
17784,992,13330,20
17785,7887,4777,20
17786,9905,1638,22
17787,2778,15552,20
17788,8847,12589,1
17789,859,18509,5
17790,9645,18969,23
17791,5053,19681,18
17792,7938,7623,20
17793,2910,13257,18
17794,8731,11360,23
17795,16,18815,1
17796,7168,12392,23
17797,8155,17891,15
17798,996,12252,7
17799,3019,12011,8
17800,7614,37,19
17801,2479,3183,24
17802,498,11879,17
17803,722,19899,21
17804,43,13991,11
17805,1771,8095,6
17806,8883,17663,17
17807,9848,7381,8
17808,2346,2982,2
17809,3487,8115,9
17810,4509,9838,19
17811,4958,10592,16
17812,9349,12505,10
17813,9538,19036,9
17814,3534,12892,15
17815,782,16224,5
17816,1864,18451,5
17817,644,8272,18
17818,6411,15532,16
17819,4767,267,1
17820,9275,14022,5
17821,3111,12426,13
17822,771,10171,5
17823,7581,4844,19
17824,8008,18690,23
17825,3419,12629,18
17826,6813,3129,9
17827,8589,3247,12
17828,1636,7732,2
17829,632,17094,19
17830,283,9164,15
17831,3989,527,7
17832,1587,847,1
17833,1217,21,8
17834,251,8567,17
17835,4284,5273,12
17836,7861,5983,4
17837,9084,15910,21
17838,6722,1372,13
17839,7051,2950,6
17840,4248,279,16
17841,4170,14597,19
17842,1677,8038,22
17843,6807,3666,15
17844,7012,11193,4
17845,353,16678,18
17846,8029,14705,3
17847,5992,5543,14
17848,6079,2398,16
17849,7550,14534,23
17850,7120,9073,22
17851,7886,13938,24
17852,6489,12161,17
17853,8964,5215,21
17854,5710,2109,3
17855,5561,4144,6
17856,7016,12740,6
17857,8047,18044,10
17858,1118,16512,18
17859,983,16184,15
17860,1214,8253,17
17861,9504,19374,18
17862,6943,18253,21
17863,1683,7728,6
17864,356,18130,12
17865,2613,565,5
17866,4397,1035,22
17867,4269,1070,3
17868,7231,18147,14
17869,4827,13536,21
17870,2504,11012,20
17871,887,15501,21
17872,1866,12412,4
17873,3863,17238,8
17874,3732,10667,7
17875,89,15384,24
17876,9378,17012,20
17877,5651,13172,19
17878,6972,13891,9
17879,5855,4547,2
17880,1783,4232,6
17881,9915,18358,21
17882,4271,18939,4
17883,6265,1494,10
17884,350,1070,5
17885,6182,1075,13
17886,8392,14285,4
17887,5558,10899,20
17888,740,13707,22
17889,414,7829,2
17890,4890,12021,10
17891,755,4161,16
17892,588,7633,15
17893,4149,11637,20
17894,8643,6226,19
17895,3898,10603,15
17896,5677,1580,16
17897,8391,14928,13
17898,9232,12450,16
17899,4096,18352,6
17900,9438,7713,14
17901,510,2751,12
17902,145,19191,21
17903,5396,11190,17
17904,9048,8486,4
17905,3160,13829,6
17906,504,13684,4
17907,2869,9476,8
17908,4398,12998,21
17909,8802,3045,15
17910,9837,12983,12
17911,3829,9422,5
17912,2668,16268,5
17913,3022,7506,14
17914,7597,562,13
17915,9688,18686,8
17916,3808,12146,23
17917,4330,7185,6
17918,774,13138,22
17919,2431,12224,12
17920,6191,2687,20
17921,2600,11117,22
17922,2081,10438,23
17923,9362,984,22
17924,599,14964,8
17925,5847,10545,11
17926,7930,9421,18
17927,5326,9988,14
17928,6545,11015,7
17929,2307,6111,20
17930,2844,474,5
17931,6862,13664,6
17932,7633,9995,12
17933,6093,15213,10
17934,3690,8891,14
17935,530,7462,15
17936,9245,9855,4
17937,4662,9003,4
17938,7721,1731,16
17939,2624,12110,1
17940,6205,19549,6
17941,1390,13037,1
17942,6760,7475,2
17943,680,16428,1
17944,9735,3675,18
17945,3032,3272,2
17946,9869,12030,5
17947,6789,6123,20
17948,6846,16365,14
17949,621,18283,15
17950,6061,10018,22
17951,4672,19776,19
17952,1961,4601,20
17953,5326,7542,24
17954,5461,17131,17
17955,1022,9854,7
17956,4298,9377,23
17957,5802,5510,1
17958,8275,18832,17
17959,4036,9088,21
17960,4520,12278,12
17961,4684,9239,8
17962,1333,10127,5
17963,9273,2142,23
17964,2622,9087,6
17965,1784,2657,11
17966,1415,11649,8
17967,3071,12646,11
17968,6737,518,6
17969,8903,12794,2
17970,1119,15851,19
17971,9592,1612,19
17972,5398,1554,10
17973,3509,19378,24
17974,716,10052,9
17975,9895,6361,20
17976,7796,12982,20
17977,2218,5243,21
17978,5082,2898,24
17979,143,15894,11
17980,952,4862,21
17981,1477,16308,8
17982,1579,6060,9
17983,4613,12773,2
17984,550,15813,15
17985,3392,4712,4
17986,836,13686,17
17987,4043,2213,24
17988,2386,17803,13
17989,9037,9021,23
17990,7816,10509,7
17991,9586,5115,18
17992,1198,18478,17
17993,472,16631,1
17994,4474,6367,1
17995,7536,3336,12
17996,2585,3379,22
17997,8520,18615,3
17998,7283,13817,4
17999,8761,18183,23
18000,7842,5084,21
18001,4381,13595,3
18002,7722,1930,13
18003,8878,4389,8
18004,4426,729,21
18005,6929,19139,20
18006,9802,9699,18
18007,589,12906,7
18008,264,18593,15
18009,1726,4607,14
18010,5934,4874,1
18011,7620,5260,14
18012,1631,186,16
18013,8973,19629,2
18014,9366,7415,23
18015,5977,8189,22
18016,2578,708,18
18017,3402,17918,11
18018,2019,14506,15
18019,5700,8235,19
18020,5185,11993,21
18021,9701,5888,24
18022,2970,13611,19
18023,2754,10597,23
18024,1537,1659,13
18025,6531,2447,7
18026,3326,8575,13
18027,7005,18297,5
18028,8311,5064,9
18029,5906,11202,13
18030,9684,11863,15
18031,8886,7575,10
18032,2042,19331,2
18033,9738,6015,18
18034,1209,19647,13
18035,7862,3731,20
18036,9207,10977,15
18037,3345,4747,24
18038,2300,16362,17
18039,6712,2781,1
18040,6280,14129,3
18041,2358,6140,23
18042,3502,5303,17
18043,1218,8978,4
18044,1982,7177,4
18045,7914,11592,23
18046,6895,897,2
18047,5349,13397,1
18048,9348,12680,9
18049,6145,13173,14
18050,6970,10661,20
18051,353,6916,15
18052,6084,17703,17
18053,5689,8721,23
18054,1088,15979,3
18055,4472,2725,22
18056,8551,8772,6
18057,7524,19635,3
18058,9745,1862,1
18059,1093,6021,17
18060,5809,14714,15
18061,1435,8496,22
18062,3284,3260,1
18063,5338,3659,17
18064,2572,2411,15
18065,1453,8522,21
18066,9113,9752,12
18067,4773,15190,6
18068,3222,18893,14
18069,7334,1215,7
18070,5578,9983,15
18071,24,19760,17
18072,3150,19306,9
18073,1842,2377,24
18074,8655,6427,7
18075,5441,9905,21
18076,4854,16585,17
18077,1657,3960,20
18078,1753,2073,24
18079,3865,16427,12
18080,3646,11900,3
18081,7604,19521,17
18082,1104,5096,4
18083,9085,16607,12
18084,4968,14544,9
18085,5245,12237,11
18086,9644,15562,11
18087,6901,4959,6
18088,5858,7841,8
18089,7707,16542,22
18090,7242,18571,4
18091,8941,16391,13
18092,8711,2103,9
18093,5720,8674,6
18094,7287,11540,24
18095,2062,13380,12
18096,4447,13017,12
18097,5381,8441,2
18098,308,13492,9
18099,8708,3492,15
18100,3827,6795,11
18101,2482,3686,22
18102,3169,12055,22
18103,8450,13069,13
18104,929,7850,9
18105,2089,19228,17
18106,2326,7592,18
18107,8304,6520,5
18108,3926,3722,13
18109,1007,17265,4
18110,1768,5,23
18111,7614,3786,3
18112,8129,9611,10
18113,972,17786,2
18114,5632,11995,24
18115,9852,8905,1
18116,6989,16438,18
18117,6762,12765,20
18118,8610,11047,1
18119,2515,17113,24
18120,3954,4324,18
18121,7627,13364,16
18122,5762,6631,5
18123,2505,7922,12
18124,2783,2710,12
18125,6569,5343,18
18126,1789,8148,18
18127,4769,8038,1
18128,4318,10014,9
18129,1356,18008,16
18130,802,11229,15
18131,3946,14037,17
18132,3268,16011,23
18133,3443,8182,3
18134,8265,8968,11
18135,2324,7958,13
18136,3048,4083,7
18137,2876,1451,11
18138,2574,18369,20
18139,6982,6619,5
18140,2912,8812,11
18141,5663,3406,21
18142,8560,17675,11
18143,8172,6602,12
18144,7947,16694,24
18145,6272,13010,23
18146,6156,3989,3
18147,8593,16617,17
18148,3518,15853,12
18149,1767,2744,19
18150,8588,12572,12
18151,7642,1062,24
18152,6826,5204,7
18153,5912,7529,13
18154,692,9752,21
18155,8187,9858,6
18156,4500,12605,7
18157,8609,1653,4
18158,647,8637,15
18159,7350,4290,10
18160,3458,13586,18
18161,6503,19168,17
18162,9970,611,19
18163,299,18892,10
18164,6755,488,20
18165,5887,15804,9
18166,8223,10663,8
18167,2510,14535,13
18168,5155,19960,14
18169,3381,13989,15
18170,3588,18953,2
18171,9005,4907,17
18172,7676,8378,13
18173,1725,16433,12
18174,4564,8403,17
18175,8777,3709,2
18176,3086,9520,16
18177,2666,18254,17
18178,780,1896,23
18179,2397,2697,24
18180,1557,13178,8
18181,1604,13422,24
18182,3446,15501,19
18183,1259,16422,9
18184,8141,12996,18
18185,8374,15894,8
18186,8214,12756,20
18187,4877,592,6
18188,9797,1845,1
18189,3644,16450,4
18190,7446,10560,7
18191,5688,338,4
18192,1313,5920,18
18193,6887,10663,10
18194,2792,3655,16
18195,2704,9049,7
18196,9699,4811,8
18197,6460,8367,12
18198,1479,13359,16
18199,1077,3615,14
18200,9621,19605,23
18201,6285,7626,8
18202,873,4906,16
18203,5488,14123,12
18204,5576,2653,3
18205,4022,4171,21
18206,5686,14186,16
18207,7720,7890,14
18208,8505,1973,3
18209,7871,8419,9
18210,5335,472,3
18211,1702,14532,14
18212,4579,13014,20
18213,3618,3661,5
18214,6301,8424,13
18215,8015,1768,7
18216,3924,14914,12
18217,7825,10783,12
18218,9391,3802,15
18219,3706,15562,7
18220,1835,6006,20
18221,2840,307,17
18222,3835,7749,10
18223,5518,18886,14
18224,454,4135,13
18225,4327,2839,24
18226,476,981,1
18227,8240,7893,17
18228,8896,15019,12
18229,6439,4622,13
18230,9672,1747,21
18231,5189,3567,22
18232,3829,6923,10
18233,8519,8360,17
18234,8797,16813,20
18235,9016,14742,8
18236,9452,10130,2
18237,6125,6460,18
18238,2724,7190,22
18239,1491,7887,7
18240,1982,14793,4
18241,8696,11692,21
18242,6852,10532,1
18243,6436,997,20
18244,5675,3914,16
18245,3094,18888,14
18246,8739,19761,1
18247,1521,13974,18
18248,4884,7096,19
18249,1437,4930,20
18250,9771,4675,23
18251,1415,13076,17
18252,5446,201,7
18253,9445,4328,6
18254,3040,6032,11
18255,2524,899,4
18256,980,19261,10
18257,3517,5505,10
18258,2506,921,1
18259,4318,7626,6
18260,926,10832,7
18261,2096,13330,20
18262,8441,8520,14
18263,9527,15295,23
18264,2980,18589,19
18265,8034,16962,10
18266,2680,4719,8
18267,6371,914,7
18268,4038,12509,24
18269,5455,17820,15
18270,6375,2258,16
18271,263,17038,17
18272,9305,1888,16
18273,6406,8168,15
18274,5854,2906,5
18275,4808,1074,9
18276,6348,8945,5
18277,6439,3275,4
18278,9200,9111,12
18279,9967,16117,1
18280,8576,5972,13
18281,9343,6305,16
18282,3056,5436,2
18283,969,17458,19
18284,7620,12549,20
18285,6909,1034,22
18286,852,18461,14
18287,6128,18215,11
18288,4098,19873,23
18289,4835,2125,10
18290,1789,18676,7
18291,5940,15660,3
18292,840,13023,20
18293,5465,3503,19
18294,2683,10758,14
18295,4443,17637,13
18296,3179,4583,10
18297,5956,18232,22
18298,4694,4898,10
18299,913,10490,8
18300,7028,16444,4
18301,6812,18359,23
18302,4652,3360,21
18303,7177,12139,10
18304,704,10774,18
18305,7898,6890,9
18306,8694,19310,3
18307,4129,3312,22
18308,9926,11668,1
18309,4058,2493,13
18310,7220,19853,4
18311,5084,16876,9
18312,6164,11742,15
18313,6353,19583,18
18314,6919,12003,15
18315,33,10503,9
18316,1350,13592,22
18317,151,4438,14
18318,2099,5798,16
18319,2885,13773,9
18320,9170,1188,2
18321,3064,19915,15
18322,2740,11241,17
18323,3950,3469,19
18324,7529,4684,24
18325,3980,14421,14
18326,2550,19786,2
18327,6493,5417,11
18328,6377,14140,19
18329,5677,5970,14
18330,6964,6560,22
18331,2855,14367,23
18332,6705,7709,15
18333,79,14587,24
18334,6781,14800,13
18335,1431,5244,24
18336,5727,16240,14
18337,912,670,17
18338,2763,5353,19
18339,5984,13375,7
18340,8436,14127,7
18341,1411,13972,21
18342,8589,9349,13
18343,666,14549,9
18344,9611,4941,7
18345,952,19426,13
18346,9389,9893,11
18347,7831,19899,12
18348,9851,12106,8
18349,1992,183,11
18350,1313,1444,18
18351,3157,3288,1
18352,6997,10740,1
18353,6608,5684,20
18354,4719,10123,3
18355,2334,2602,19
18356,4394,3624,8
18357,2577,13190,5
18358,8440,1211,18
18359,7770,3121,3
18360,5510,13196,11
18361,652,18706,16
18362,6189,12908,2
18363,2370,7911,11
18364,4895,5563,6
18365,6501,6223,12
18366,4020,15034,12
18367,5081,15195,20
18368,1543,17472,10
18369,5427,9435,3
18370,3117,18453,10
18371,9482,2197,15
18372,3365,8135,14
18373,4293,12290,12
18374,7038,4050,19
18375,8621,15365,10
18376,9637,3879,18
18377,2227,7501,10
18378,6181,858,22
18379,6303,18218,2
18380,2426,1524,5
18381,9789,18506,12
18382,534,10827,5
18383,5861,6271,22
18384,9180,19454,4
18385,9906,16087,14
18386,424,5844,3
18387,314,11581,7
18388,3545,1782,14
18389,9767,6602,2
18390,7244,14125,12
18391,5092,3734,13
18392,3111,14498,7
18393,3128,16176,6
18394,2131,7552,22
18395,8451,6094,10
18396,2672,12552,6
18397,3428,11759,15
18398,9564,4226,12
18399,8959,12489,21
18400,9254,1534,6
18401,1014,17234,15
18402,4086,8176,19
18403,5989,13590,2
18404,2801,14593,12
18405,8785,16365,5
18406,3975,10189,19
18407,1453,14191,17
18408,8285,7634,3
18409,8772,11057,24
18410,412,8305,3
18411,4411,7748,18
18412,157,2236,13
18413,2731,8729,22
18414,6164,13365,23
18415,1591,1254,21
18416,1353,1558,10
18417,2957,9969,3
18418,519,15602,9
18419,5088,5459,12
18420,4891,10629,21
18421,8106,11155,7
18422,9791,16782,9
18423,7513,17257,17
18424,6856,2487,2
18425,8885,10579,1
18426,7545,13388,8
18427,2600,14838,12
18428,5824,14910,23
18429,9855,7784,15
18430,3651,10138,21
18431,360,15681,22
18432,400,16116,3
18433,6839,3601,6
18434,5161,7681,6
18435,6866,12204,9
18436,421,3267,7
18437,3258,15088,15
18438,1611,4582,19
18439,3811,4565,20
18440,3475,19873,11
18441,7350,7726,9
18442,8677,12993,9
18443,1680,16972,18
18444,9309,1412,12
